Word,Score
roate,3.8966861598440543
oater,3.8966861598440543
orate,3.8966861598440543
realo,3.875243664717349
retia,3.8713450292397664
terai,3.871345029239766
artel,3.8703703703703702
ratel,3.8703703703703702
taler,3.8703703703703702
ariel,3.8499025341130606
raile,3.8499025341130606
soare,3.847953216374269
aeros,3.8479532163742687
stear,3.8430799220272904
taser,3.8430799220272904
arets,3.8430799220272904
aster,3.8430799220272904
teras,3.8430799220272904
reast,3.8430799220272904
resat,3.8430799220272904
strae,3.8430799220272904
rates,3.8430799220272904
earst,3.84307992202729
tears,3.84307992202729
tares,3.84307992202729
aesir,3.822612085769981
reais,3.8226120857699804
serai,3.82261208576998
laser,3.821637426900585
reals,3.8216374269005846
rales,3.8216374269005846
lears,3.8216374269005846
earls,3.8216374269005846
laers,3.8216374269005846
arles,3.8216374269005846
lares,3.8216374269005846
seral,3.821637426900584
earnt,3.775828460038986
antre,3.775828460038986
raine,3.7553606237816766
neral,3.754385964912281
nears,3.7270955165692006
nares,3.7270955165692006
reans,3.7270955165692006
earns,3.7270955165692006
telia,3.6861598440545813
urate,3.686159844054581
toeas,3.6842105263157894
stoae,3.6842105263157894
ocrea,3.681286549707602
carte,3.6764132553606235
caret,3.6764132553606235
recta,3.6764132553606235
uraei,3.6656920077972712
aurei,3.6656920077972712
alure,3.6647173489278755
ureal,3.6647173489278755
aloes,3.662768031189084
salet,3.6578947368421053
leats,3.6578947368421053
setal,3.6578947368421053
tales,3.657894736842105
tesla,3.657894736842105
teals,3.657894736842105
stela,3.657894736842105
taels,3.657894736842105
ceria,3.6559454191033143
erica,3.655945419103314
areic,3.655945419103314
carle,3.654970760233918
lacer,3.654970760233918
recal,3.654970760233918
ureas,3.6374269005847952
urase,3.6374269005847952
aures,3.6374269005847952
ursae,3.6374269005847952
races,3.6276803118908383
scrae,3.6276803118908383
escar,3.6276803118908383
cares,3.627680311890838
serac,3.627680311890838
acers,3.627680311890838
carse,3.627680311890838
acres,3.627680311890838
aiery,3.6267056530214425
ayrie,3.6267056530214425
leary,3.625730994152047
rayle,3.625730994152047
oriel,3.621832358674464
oiler,3.621832358674464
reoil,3.621832358674464
oaten,3.616959064327485
litre,3.616959064327485
liter,3.616959064327485
tiler,3.616959064327485
relit,3.616959064327485
tores,3.615009746588694
resto,3.615009746588694
torse,3.615009746588694
rotes,3.6150097465886937
roset,3.6150097465886937
estro,3.6150097465886937
rathe,3.6091617933723197
thrae,3.6091617933723197
oared,3.607212475633528
oread,3.607212475633528
dater,3.60233918128655
rated,3.60233918128655
tared,3.6023391812865495
derat,3.6023391812865495
resay,3.598440545808967
arsey,3.598440545808967
eyras,3.598440545808967
sayer,3.598440545808967
ayres,3.5984405458089666
years,3.5984405458089666
anole,3.5955165692007798
osier,3.594541910331384
eorls,3.5935672514619887
soler,3.5935672514619883
sorel,3.5935672514619883
roles,3.593567251461988
lores,3.593567251461988
orles,3.593567251461988
tenia,3.5916179337231973
entia,3.5916179337231973
tinea,3.591617933723197
laten,3.590643274853801
tiers,3.589668615984406
reist,3.5896686159844053
resit,3.5896686159844053
stire,3.5896686159844053
rites,3.5896686159844053
tries,3.5896686159844053
tires,3.5896686159844053
haler,3.587719298245614
porae,3.5828460038986356
pareo,3.5828460038986356
deair,3.5818713450292403
redia,3.58187134502924
irade,3.58187134502924
aired,3.58187134502924
alder,3.5808966861598446
lader,3.5808966861598446
arled,3.580896686159844
apter,3.5779727095516574
apert,3.5779727095516574
pater,3.5779727095516574
trape,3.577972709551657
prate,3.577972709551657
peart,3.5779727095516565
petar,3.5779727095516565
aline,3.5701754385964914
anile,3.5701754385964914
liane,3.5701754385964914
elain,3.5701754385964914
urena,3.570175438596491
slier,3.5682261208577
siler,3.5682261208577
riels,3.5682261208576995
riles,3.5682261208576995
aeons,3.5682261208576995
leirs,3.5682261208576995
liers,3.5682261208576995
stane,3.5633528265107213
etnas,3.5633528265107213
neats,3.5633528265107213
nates,3.5633528265107213
stean,3.5633528265107213
antes,3.5633528265107213
crena,3.5604288499025345
rance,3.560428849902534
hares,3.560428849902534
caner,3.560428849902534
rheas,3.560428849902534
nacre,3.560428849902534
hears,3.5604288499025336
paire,3.557504873294347
perai,3.557504873294347
repla,3.5565302144249515
parle,3.556530214424951
lepra,3.556530214424951
dears,3.5536062378167643
dares,3.5536062378167643
sared,3.5536062378167643
reads,3.5536062378167643
rased,3.5536062378167643
arsed,3.5536062378167643
eards,3.553606237816764
toner,3.5477582846003903
trone,3.5477582846003894
ronte,3.5477582846003894
noter,3.5477582846003894
isnae,3.5428849902534116
anise,3.5428849902534116
saine,3.5428849902534116
slane,3.541910331384016
neals,3.5419103313840155
elans,3.5419103313840155
leans,3.5419103313840155
lanes,3.5419103313840155
morae,3.537037037037037
retag,3.5331384015594542
terga,3.5331384015594542
gater,3.5331384015594542
targe,3.533138401559454
mater,3.5321637426900585
armet,3.5321637426900585
trema,3.5321637426900585
ramet,3.5321637426900585
renay,3.5311890838206628
rayne,3.5311890838206628
apers,3.5292397660818717
apres,3.5292397660818713
asper,3.5292397660818713
reaps,3.5292397660818713
spaer,3.5292397660818713
presa,3.5292397660818713
pares,3.5292397660818713
prase,3.5292397660818713
rapes,3.5292397660818713
pears,3.529239766081871
irone,3.52729044834308
loner,3.526315789473684
enrol,3.526315789473684
nerol,3.526315789473684
trine,3.522417153996101
niter,3.522417153996101
nitre,3.522417153996101
coate,3.517543859649123
ramie,3.511695906432749
argle,3.511695906432749
aimer,3.511695906432749
maire,3.511695906432749
rimae,3.5116959064327484
lamer,3.510721247563353
marle,3.510721247563353
maerl,3.510721247563353
abore,3.5058479532163744
lutea,3.5009746588693957
taber,3.5009746588693957
ariot,3.5
rotal,3.4990253411306043
renos,3.4990253411306043
tolar,3.4990253411306043
noser,3.4990253411306043
senor,3.4990253411306043
seron,3.4990253411306043
rones,3.499025341130604
oners,3.499025341130604
terns,3.494152046783626
rents,3.4941520467836256
nerts,3.4941520467836256
lacet,3.491228070175439
dearn,3.4863547758284605
denar,3.4863547758284597
redan,3.4863547758284597
sager,3.484405458089669
agers,3.4844054580896686
rages,3.4844054580896686
sarge,3.4844054580896686
gares,3.4844054580896686
gears,3.4844054580896686
segar,3.484405458089668
maser,3.4834307992202733
reams,3.483430799220273
marse,3.483430799220273
mares,3.483430799220273
erbia,3.4805068226120857
abler,3.4795321637426904
blear,3.4795321637426904
belar,3.4795321637426904
blaer,3.4795321637426904
serin,3.473684210526316
liart,3.473684210526316
reins,3.4736842105263155
rines,3.4736842105263155
ratos,3.4717348927875245
toras,3.4717348927875245
taros,3.471734892787524
sorta,3.471734892787524
rotas,3.471734892787524
ileac,3.4707602339181287
cesta,3.4639376218323585
cates,3.4639376218323585
sceat,3.4639376218323585
taces,3.4639376218323585
arpen,3.461988304093567
paren,3.461988304093567
teloi,3.458089668615985
toile,3.4580896686159845
outre,3.458089668615984
baser,3.4522417153996106
saber,3.4522417153996106
bares,3.45224171539961
braes,3.45224171539961
bears,3.45224171539961
sabre,3.45224171539961
abers,3.45224171539961
salue,3.45224171539961
soral,3.450292397660819
orals,3.4502923976608186
recto,3.448343079922027
afore,3.447368421052632
astir,3.446393762183236
sitar,3.446393762183236
raits,3.4463937621832357
stria,3.4463937621832357
airts,3.4463937621832357
artis,3.4463937621832357
tiars,3.4463937621832357
tarsi,3.4463937621832352
slart,3.4454191033138404
oaker,3.443469785575049
saice,3.443469785575049
laces,3.442495126705653
trefa,3.442495126705653
feart,3.442495126705653
alecs,3.442495126705653
claes,3.442495126705653
frate,3.442495126705653
ourie,3.4376218323586745
loure,3.4366471734892787
roule,3.4366471734892787
yates,3.4346978557504872
uteri,3.4327485380116958
urite,3.4327485380116958
luter,3.4317738791423
toise,3.4307992202729047
toles,3.429824561403509
telos,3.429824561403509
tawer,3.4298245614035086
lotes,3.4298245614035086
wrate,3.4298245614035086
haole,3.428849902534113
ceorl,3.4269005847953222
liars,3.4249512670565303
rails,3.4249512670565303
rials,3.4249512670565303
lairs,3.4249512670565303
laris,3.4249512670565303
arils,3.4249512670565303
liras,3.4249512670565303
ethal,3.423976608187134
thale,3.423976608187134
citer,3.4230019493177393
recti,3.4230019493177384
recit,3.4230019493177384
aloed,3.4220272904483435
feria,3.422027290448343
farle,3.4210526315789473
toyer,3.4191033138401563
potae,3.419103313840156
lated,3.417153996101365
laker,3.417153996101365
renga,3.4171539961013644
regna,3.4171539961013644
namer,3.416179337231969
reman,3.416179337231969
enarm,3.4161793372319686
lyase,3.413255360623782
yales,3.4132553606237814
solei,3.409356725146199
roues,3.4093567251461985
euros,3.4093567251461985
waler,3.408382066276803
lawer,3.408382066276803
teils,3.4044834307992207
toran,3.4044834307992202
rotan,3.4044834307992202
lites,3.4044834307992202
sture,3.4044834307992202
stile,3.4044834307992202
trues,3.4044834307992202
tiles,3.4044834307992202
orant,3.4044834307992202
steil,3.4044834307992202
istle,3.4044834307992202
trona,3.40448343079922
aruhe,3.4035087719298245
ceros,3.399610136452242
corse,3.3996101364522415
cores,3.3996101364522415
olpae,3.39766081871345
haets,3.3966861598440548
hates,3.3966861598440548
rueda,3.3966861598440548
ailed,3.3966861598440548
eliad,3.3966861598440548
ashet,3.3966861598440543
heats,3.3966861598440543
heast,3.3966861598440543
certs,3.3947368421052633
fears,3.3937621832358675
fares,3.3937621832358675
farse,3.3937621832358675
pieta,3.3937621832358675
rache,3.3937621832358675
chare,3.393762183235867
tyler,3.3927875243664722
lepta,3.392787524366472
palet,3.392787524366472
pelta,3.392787524366472
tepal,3.3927875243664714
saker,3.389863547758285
asker,3.389863547758285
rakes,3.3898635477582846
sated,3.3898635477582846
tased,3.3898635477582846
stade,3.3898635477582846
